Price,Close,High,Low,Open,Volume
Ticker,ASML,ASML,ASML,ASML,ASML
Date,,,,,
2020-06-05,341.4322509765625,348.06553200017515,340.419101233481,343.1335806553992,899200
2020-06-08,333.8145751953125,336.03204766312666,327.9459241385876,335.4585593809229,1001700
2020-06-09,333.8909606933594,337.5326003564878,329.92438037609224,331.30074031381105,737200
2020-06-10,332.5433044433594,337.8002258731419,332.34256462358087,335.49673498274245,997900
2020-06-11,318.1776123046875,329.5803471941712,318.09156427484015,326.5026571015336,919300
2020-06-12,327.9077453613281,331.92210539556424,322.3449580615703,330.9567630134894,845000
2020-06-15,334.5409851074219,334.5409851074219,321.7523222425068,322.5934344741043,598200
2020-06-16,336.49072265625,339.3103555885268,331.70216536006427,335.7260912689297,863900
2020-06-17,346.39288330078125,349.58526471963046,344.48127556478875,345.4084064834979,710400
2020-06-18,343.01898193359375,345.80991358617314,340.7632690775819,343.6880273059231,494700
2020-06-19,344.72979736328125,351.8696534956026,343.6975128409493,348.6103587727755,786900
2020-06-22,348.1897277832031,348.8014269654002,343.91728420330935,346.3641392697241,554500
2020-06-23,350.4360046386719,355.3679277800842,350.34995660714185,354.230518647378,604100
2020-06-24,345.59954833984375,351.3152659478183,343.6401620860069,349.4323311688275,613500
2020-06-25,350.34991455078125,350.71312470671074,342.73215615592875,346.450247398783,465100
2020-06-26,345.7716369628906,351.92701656842723,345.0452166464543,351.19102887872594,493000
2020-06-29,348.6868591308594,348.96405046148806,342.2829605857464,346.8899429220779,612800
2020-06-30,351.7645568847656,352.60566910030707,346.1826648356919,346.21133778991157,678600
2020-07-01,351.3439025878906,353.82899821144457,349.12643085186915,351.76445857812973,516600
2020-07-02,356.7250671386719,359.2675085454869,355.9508684555186,357.0500369046658,449400
2020-07-06,368.4241943359375,372.2760832124781,366.5508267005142,369.2079606008472,752900
2020-07-07,365.13629150390625,371.4350373628712,364.9929267149277,368.3669142034192,410900
2020-07-08,374.6082458496094,374.8185238913834,369.7910148052232,371.6452476860018,599300
2020-07-09,377.2749938964844,378.19255766126753,369.0359672569241,377.9727413872615,644200
2020-07-10,378.35498046875,381.54736200141025,374.62735108443536,381.44220840439584,667200
2020-07-13,371.44451904296875,385.06472506136004,370.72766609463235,380.2761380324502,1083600
2020-07-14,379.29168701171875,379.9798670557973,368.37642170867855,369.54250375089987,880100
2020-07-15,358.8374938964844,370.55566043956753,356.0465625107602,370.0586528531735,1640300
2020-07-16,368.1948547363281,376.4529869514395,356.342889789078,357.5663178642362,2240900
2020-07-17,366.6368408203125,369.94391438444603,363.3106325087604,368.3955166223032,1048700
