Price,Close,High,Low,Open,Volume
Ticker,PAYX,PAYX,PAYX,PAYX,PAYX
Date,,,,,
2020-06-05,69.58763122558594,70.10051624770185,66.3885994406522,66.3885994406522,3389600
2020-06-08,69.82233428955078,70.09181577918372,68.90087631938835,69.63978167087225,1848600
2020-06-09,67.65777587890625,69.19643749223826,67.54476237489035,69.07473574348873,1604100
2020-06-10,67.18836212158203,68.04896936938421,66.6493924157949,68.04896936938421,1704100
2020-06-11,63.07655334472656,66.5450732290069,63.03309222245815,66.2929748437567,2140800
2020-06-12,64.11970520019531,65.16286474919197,62.772284703181846,64.52827812376378,1856500
2020-06-15,65.24111938476562,65.6844586406363,62.31156918387997,62.43327093634424,1834200
2020-06-16,66.4668197631836,67.86639629559537,65.58013477959045,67.02317242587868,1960800
2020-06-17,66.02348327636719,66.87540214203064,65.8670086533779,66.82324614511681,1250000
2020-06-18,65.65838623046875,66.5189934482268,65.12811142148433,65.35413182340768,2533400
2020-06-19,64.30227661132812,67.09273552231296,63.82415780927913,66.5276878377774,6158300
2020-06-22,64.54566955566406,64.87600190786846,63.42426924832222,63.68506248528452,1211700
2020-06-23,64.48482513427734,65.3106594135099,64.36312338012199,65.3106594135099,1613900
2020-06-24,62.12031936645508,64.20664546745796,61.83344811821451,63.93716397306413,1767000
2020-06-25,63.50250244140625,63.763289015604435,61.755203875617404,61.85082760916409,1732100
2020-06-26,62.40720748901367,63.73723883125964,62.03340726721092,63.128729927045676,3689200
2020-06-29,64.08495330810547,64.25012283312341,62.615830603890316,63.13741054911944,2668800
2020-06-30,65.8496322631836,66.3016664245567,63.719844829683,63.98063147315838,2867900
2020-07-01,66.32772827148438,66.68413855146628,65.62358932183146,65.87568763315828,2169400
2020-07-02,66.57984924316406,67.44046315668318,66.17997104548054,67.09274096627387,1734000
2020-07-06,67.61430358886719,68.48360552574077,67.4230561015954,68.44883265239613,3007900
2020-07-07,64.27619934082031,67.37091269182861,64.21534845916281,67.13620404322069,4185800
2020-07-08,64.80645751953125,65.84092224221622,64.33703371054315,64.80645751953125,2625100
2020-07-09,63.35472869873047,65.17157336553528,62.598440187536134,64.88470210779009,1923600
2020-07-10,63.719844818115234,63.82415682258705,62.780996984377865,63.42427866353191,1373400
2020-07-13,62.26810073852539,64.18925738937847,62.111626111058946,64.04147763906239,2057800
2020-07-14,62.47673416137695,62.572357907416816,60.81636423672798,60.84244223433019,2195700
2020-07-15,63.91977310180664,64.1110205972904,62.82445075728459,62.82445075728459,1994000
2020-07-16,63.23303985595703,63.87632825597191,62.73753786971549,63.60684006538482,1391200
2020-07-17,63.88501739501953,64.04149205771553,62.99833206124183,63.65030871710027,1520200
2020-07-20,63.77199172973633,64.09363583958765,63.03308639698078,63.554666241734836,1384300
2020-07-21,63.74592208862305,64.53698351987792,63.41558305891906,64.05017648525953,1359500
2020-07-22,64.18057250976562,64.4500540253249,63.66768084696918,63.78938260446358,1388300
2020-07-23,63.606815338134766,64.73691040607842,63.34602876016481,64.03277802363866,1437300
2020-07-24,62.754905700683594,63.77198732250138,62.20724126413009,63.55466184951909,1744800
2020-07-27,63.10263442993164,63.1895699432155,62.39850187162211,62.511515385991736,1885500
2020-07-28,63.580745697021484,63.911078058749034,62.92007434131866,63.111321836304825,1994300
2020-07-29,63.93716049194336,63.98062160969823,62.702746693699815,63.26779428249301,2300900
2020-07-30,62.89400100708008,63.1808722708316,62.337648234364025,63.11132651618004,2005900
2020-07-31,63.06060791015625,63.0693779436261,61.71031040754473,62.74495360099639,2925400
2020-08-03,63.797122955322266,64.05140035391845,62.666029708976744,63.01675738599128,1902500
2020-08-04,63.66558074951172,64.06891511958499,63.428836793216746,63.51652370418353,1974900
2020-08-05,63.76205825805664,64.50735049288046,63.621764492192185,63.9549588413328,1453400
2020-08-06,63.648075103759766,63.954966078924464,63.104453423452334,63.542861457029666,1866800
2020-08-07,64.40213012695312,64.58626736692523,63.45517396627847,63.59546104247752,1469900
2020-08-10,65.22632598876953,65.26139942306773,64.06015938425541,64.18291305951232,1572100
2020-08-11,64.84051513671875,66.41878599459763,64.67392471085617,65.6822640539692,1979300
2020-08-12,64.99835205078125,65.49813678308561,64.73531132774261,65.26139946339347,1641000
2020-08-13,65.29646301269531,65.8050176989846,64.77037495668719,64.93696538252001,1057000
2020-08-14,65.15618133544922,65.50690900078217,64.79669032842396,65.08604115404168,817100
2020-08-17,65.27893829345703,66.16452418774638,64.92821730008325,65.27017495132459,1035200
2020-08-18,65.3227767944336,65.76118469238281,64.91067230002955,65.3315468254732,1036000
2020-08-19,65.00713348388672,65.69981888165931,64.89314981953481,65.51568833636404,1168300
2020-08-20,64.91944885253906,65.15618619780064,64.53364772292461,64.71777825581124,1068900
2020-08-21,64.80545806884766,64.86683490639324,64.12153613531652,64.84929484448104,1214300
2020-08-24,66.21711730957031,66.26096076946521,64.8142135573793,65.09479430781751,1108900
2020-08-25,66.50648498535156,66.80460587131209,66.155757285811,66.35742788715852,1379400
2020-08-26,66.49771881103516,66.83968318786744,65.8138034365203,66.2434480709308,1448600
2020-08-27,67.11148834228516,67.5148228448431,66.61170355764007,67.05888153008281,1337300
2020-08-28,67.7866439819336,67.88309427875382,66.75200081660559,67.26055571082578,1115200
2020-08-31,67.05010223388672,67.64633721823724,66.77829148896497,67.3043796070217,1524400
2020-09-01,66.86598205566406,66.94489227525362,66.21713347658053,66.84844199159457,1267700
2020-09-02,68.40040588378906,68.63714321832664,67.07641208587602,67.22546917390243,1423300
2020-09-03,66.93611907958984,68.63714397691763,66.38372749984767,68.53193035577097,2279700
2020-09-04,66.69061279296875,67.68141900533757,65.89271383150519,67.12902072705783,1823000
2020-09-08,65.13866424560547,66.04178369413383,64.97206705777289,65.36663828849603,2667500
2020-09-09,66.44509887695312,67.06763727930554,65.02466159171115,65.56828309512038,1455200
2020-09-10,66.02423095703125,67.4095948063458,65.78748695010083,66.5415490566058,2209600
2020-09-11,65.7524185180664,66.62923436539468,65.32278062595628,66.27850668854856,1566900
2020-09-14,68.0584487915039,68.36533300156823,66.28727702557717,66.54155442522305,2085600
2020-09-15,69.18953704833984,69.60163484949534,68.26887779502705,68.28641116737626,1599000
2020-09-16,69.92607879638672,70.60122419997312,69.39122047983139,69.47013740156643,2082700
2020-09-17,69.72441101074219,69.9436150284552,68.39165352646039,68.453030383837,2068200
2020-09-18,68.9089584350586,70.08389522074651,68.31273004448717,69.94360146561834,2650400
2020-09-21,67.29561614990234,68.18996536900315,66.29604662108275,68.01460487571248,1617600
2020-09-22,68.04090118408203,68.18995825678984,67.11147862534708,67.67264017283686,1235300
2020-09-23,66.69937896728516,68.45301060222319,66.3661913648935,68.32148689168808,1974300
2020-09-24,66.55908966064453,67.38329195223865,65.83133095129746,66.40126255126292,1356200
2020-09-25,68.12858581542969,68.34778976810426,66.04176659421425,66.19082367653526,1328400
2020-09-28,69.77701568603516,69.99621967598407,69.06679020968976,69.06679020968976,1579900
2020-09-29,69.4175033569336,70.17156545920432,69.18076604090604,69.74192760219027,1687200
2020-09-30,69.94358825683594,70.53105988352364,69.29474648583741,69.49641704835524,2044000
2020-10-01,69.57534790039062,70.97825215518245,69.00541616543843,70.24172993000742,1509700
2020-10-02,69.64546966552734,70.13648430520963,68.39162297670485,68.4003930065771,1613300
2020-10-05,71.41665649414062,71.71477739589682,70.11897263353082,70.2680297396215,2556400
2020-10-06,69.64546966552734,72.64417768285463,69.32981548585366,70.74148926451299,3443300
2020-10-07,70.60121154785156,71.16237986413779,70.29432732848943,70.52230132983313,1941200
2020-10-08,71.96028137207031,73.21412838931461,71.51310338547387,71.8989045260335,1855700
2020-10-09,72.24962615966797,72.75818094959068,71.53063744237426,72.37237984143222,1359500
